,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
220,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,5120,70,450,75,Swine Pokémon,80,1250000,1.1,100,Piloswine,50.0,221,60,60,50,ice,ground,55.8,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
221,"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,5120,70,410,60,Coral Pokémon,95,800000,0.6,65,Corsola,24.6,222,65,95,35,water,rock,5.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
222,"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,300,190,Jet Pokémon,35,1000000,0.6,35,Remoraid,50.0,223,65,35,65,water,,12.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
223,"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,480,75,Jet Pokémon,75,1000000,0.9,75,Octillery,50.0,224,105,75,45,water,,28.5,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
224,"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,5120,70,330,45,Delivery Pokémon,45,800000,0.9,45,Delibird,50.0,225,65,45,75,ice,flying,16.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
225,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,6400,70,485,25,Kite Pokémon,70,1250000,2.1,85,Mantine,50.0,226,80,140,70,water,flying,220.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
226,"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,25,Armor Bird Pokémon,140,1250000,1.7,65,Skarmory,50.0,227,40,70,70,steel,flying,50.5,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
227,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,5120,35,330,120,Dark Pokémon,30,1250000,0.6,45,Houndour,50.0,228,80,50,65,dark,fire,10.8,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
228,"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,5120,35,600,45,Dark Pokémon,90,1250000,1.4,75,Houndoom,50.0,229,140,90,115,dark,fire,35.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
229,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,45,Dragon Pokémon,95,1000000,1.8,75,Kingdra,50.0,230,95,95,85,water,dragon,152.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
230,"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120,70,330,120,Long Nose Pokémon,60,1000000,0.5,90,Phanpy,50.0,231,40,40,40,ground,,33.5,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
231,"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,5120,70,500,60,Armor Pokémon,120,1000000,1.1,90,Donphan,50.0,232,60,60,50,ground,,120.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
232,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,45,Virtual Pokémon,90,1000000,0.6,85,Porygon2,,233,105,95,60,normal,,32.5,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
233,"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,5120,70,465,45,Big Horn Pokémon,62,1250000,1.4,73,Stantler,50.0,234,85,65,85,normal,,71.2,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
234,"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,5120,70,250,45,Painter Pokémon,35,800000,1.2,55,Smeargle,50.0,235,20,45,75,normal,,58.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
235,"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,6400,70,210,75,Scuffle Pokémon,35,1000000,0.7,35,Tyrogue,100.0,236,35,35,35,fighting,,21.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
236,"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,6400,70,455,45,Handstand Pokémon,95,1000000,1.4,50,Hitmontop,100.0,237,35,110,70,fighting,,48.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
237,"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,70,305,45,Kiss Pokémon,15,1000000,0.4,45,Smoochum,0.0,238,85,65,65,ice,psychic,6.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
238,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,70,360,45,Electric Pokémon,37,1000000,0.6,45,Elekid,75.4,239,65,55,95,electric,,23.5,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
239,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,70,365,45,Live Coal Pokémon,37,1000000,0.7,45,Magby,75.4,240,70,55,83,fire,,21.4,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
240,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,1.2,95,Miltank,0.0,241,40,70,100,normal,,75.5,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
241,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,30,Happiness Pokémon,10,800000,1.5,255,Blissey,0.0,242,75,135,55,normal,,46.8,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
242,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,35,580,3,Thunder Pokémon,75,1250000,1.9,90,Raikou,,243,115,100,115,electric,,178.0,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
243,"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,35,580,3,Volcano Pokémon,85,1250000,2.1,115,Entei,,244,90,75,100,fire,,198.0,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
244,"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,35,580,3,Aurora Pokémon,115,1250000,2.0,100,Suicune,,245,90,115,85,water,,187.0,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
245,"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,35,300,45,Rock Skin Pokémon,50,1250000,0.6,50,Larvitar,50.0,246,45,50,41,rock,ground,72.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
246,['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,35,410,45,Hard Shell Pokémon,70,1250000,1.2,70,Pupitar,50.0,247,65,70,51,rock,ground,152.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
247,"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,45,Armor Pokémon,150,1250000,2.0,100,Tyranitar,50.0,248,95,120,71,rock,dark,202.0,2,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
248,"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,3,Diving Pokémon,130,1250000,5.2,106,Lugia,,249,90,154,110,psychic,flying,216.0,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
249,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,3,Rainbow Pokémon,90,1250000,3.8,106,Ho-Oh,,250,110,154,90,fire,flying,199.0,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
250,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,45,Time Travel Pokémon,100,1059860,0.6,100,Celebi,,251,100,100,100,psychic,grass,5.0,2,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
251,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,310,45,Wood Gecko Pokémon,35,1059860,0.5,40,Treecko,88.1,252,65,55,70,grass,,5.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
252,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,405,45,Wood Gecko Pokémon,45,1059860,0.9,50,Grovyle,88.1,253,85,65,95,grass,,21.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
253,"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,70,630,45,Forest Pokémon,75,1059860,1.7,70,Sceptile,88.1,254,145,85,145,grass,,52.2,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
254,"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,70,310,45,Chick Pokémon,40,1059860,0.4,45,Torchic,88.1,255,70,50,45,fire,,2.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
255,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,70,405,45,Young Fowl Pokémon,60,1059860,0.9,60,Combusken,88.1,256,85,60,55,fire,fighting,19.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
256,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,45,Blaze Pokémon,80,1059860,1.9,80,Blaziken,88.1,257,130,80,100,fire,fighting,52.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
257,"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,70,310,45,Mud Fish Pokémon,50,1059860,0.4,50,Mudkip,88.1,258,50,50,40,water,,7.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
258,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,405,45,Mud Fish Pokémon,70,1059860,0.7,70,Marshtomp,88.1,259,60,70,50,water,ground,28.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
259,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,45,Mud Fish Pokémon,110,1059860,1.5,100,Swampert,88.1,260,95,110,70,water,ground,81.9,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
260,"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,70,220,255,Bite Pokémon,35,1000000,0.5,35,Poochyena,50.0,261,30,30,35,dark,,13.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
261,"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,70,420,127,Bite Pokémon,70,1000000,1.0,70,Mightyena,50.0,262,60,60,70,dark,,37.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
262,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,70,240,255,Tiny Racoon Pokémon,41,1000000,0.4,38,Zigzagoon,50.0,263,30,41,60,normal,,17.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
263,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,90,Rush Pokémon,61,1000000,0.5,78,Linoone,50.0,264,50,61,100,normal,,32.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
264,"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,70,195,255,Worm Pokémon,35,1000000,0.3,45,Wurmple,50.0,265,20,30,20,bug,,3.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
265,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.6,50,Silcoon,50.0,266,25,25,15,bug,,10.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
266,"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,45,Butterfly Pokémon,50,1000000,1.0,60,Beautifly,50.0,267,100,50,65,bug,flying,28.4,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
267,['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.7,50,Cascoon,50.0,268,25,25,15,bug,,11.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
268,"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,45,Poison Moth Pokémon,70,1000000,1.2,60,Dustox,50.0,269,50,90,65,bug,poison,31.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
269,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,255,Water Weed Pokémon,30,1059860,0.5,40,Lotad,50.0,270,40,50,30,water,grass,2.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
270,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,120,Jolly Pokémon,50,1059860,1.2,60,Lombre,50.0,271,60,70,50,water,grass,32.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
271,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,1.5,80,Ludicolo,50.0,272,90,100,70,water,grass,55.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
272,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,255,Acorn Pokémon,50,1059860,0.5,40,Seedot,50.0,273,30,30,30,grass,,4.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
273,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,120,Wily Pokémon,40,1059860,1.0,70,Nuzleaf,50.0,274,60,40,60,grass,dark,28.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
274,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,45,Wickid Pokémon,60,1059860,1.3,90,Shiftry,50.0,275,90,60,80,grass,dark,59.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
275,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,200,TinySwallow Pokémon,30,1059860,0.3,40,Taillow,50.0,276,30,30,85,normal,flying,2.3,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
276,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,45,Swallow Pokémon,60,1059860,0.7,60,Swellow,50.0,277,75,50,125,normal,flying,19.8,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
277,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,190,Seagull Pokémon,30,1000000,0.6,40,Wingull,50.0,278,55,30,85,water,flying,9.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
278,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,Pelipper,50.0,279,95,70,65,water,flying,28.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
279,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,Ralts,50.0,280,45,35,40,psychic,fairy,6.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
280,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,120,Emotion Pokémon,35,1250000,0.8,38,Kirlia,50.0,281,65,55,50,psychic,fairy,20.2,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
281,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,Gardevoir,50.0,282,165,135,100,psychic,fairy,48.4,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
282,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,200,Pond Skater Pokémon,32,1000000,0.5,40,Surskit,50.0,283,50,52,65,bug,water,1.7,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
283,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,75,Eyeball Pokémon,62,1000000,0.8,70,Masquerain,50.0,284,100,82,80,bug,flying,3.6,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
284,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,255,Mushroom Pokémon,60,1640000,0.4,60,Shroomish,50.0,285,40,60,35,grass,,4.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
285,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,90,Mushroom Pokémon,80,1640000,1.2,60,Breloom,50.0,286,60,60,70,grass,fighting,39.2,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
286,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,255,Slacker Pokémon,60,1250000,0.8,60,Slakoth,50.0,287,35,35,30,normal,,24.0,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
287,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,1.4,80,Vigoroth,50.0,288,55,55,90,normal,,46.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
288,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,45,Lazy Pokémon,100,1250000,2.0,150,Slaking,50.0,289,95,65,100,normal,,130.5,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
